renda,gasto_cartao,limite_credito,idade,anos_como_cliente,investimentos
5745.071229516849,2129.233923063144,6462.338672937752,38.85918641766912,11.591705397861615,809.766880659759
4792.603548243223,1880.9117516184097,5735.522513422326,43.6906916626221,12.099906978035438,805.7709781218182
5971.5328071510385,2190.5081426104252,7174.84780460347,40.579398164257555,11.829069534369943,895.6160309076363
7284.544784612038,2836.8275314350553,8977.768914456148,44.52004181258862,14.785475998811986,1512.1179803954674
4648.769937914996,1386.1043084275523,4895.094743857582,47.85849689288811,16.91326237792746,1528.3432533139558
4648.794564576229,1912.8412526737266,5874.837114415141,58.371544863313844,18.6524381207213,544.2378343446436
7368.819223261087,2947.8290581449914,7490.387252111917,46.78840961294298,14.239969300826433,1974.1740935364246
6151.152093729363,2256.1886797246975,7066.44023629333,34.14374293230407,13.239146420300075,839.3943825724289
4295.788421097572,1883.12678554713,4910.809184091314,61.4006784649516,17.794530593382436,435.3440779710723
5813.840065378947,2559.9285605582186,7293.271491490355,41.629098663849604,14.550568275888695,1572.0653222473961
4304.873460781307,1320.0594182202794,5177.163579276003,49.41279572895371,14.247713121983555,1321.9428811600699
4301.405369644614,1529.8809532162925,4458.904916645393,54.46536506940711,17.201655436843918,1285.98604231025
5362.943407349051,1952.8917754927961,5943.0355259103535,51.99610418402783,15.371706125627444,414.6899773607398
2130.079633013303,617.0560779281051,2655.435564389667,60.941795475214754,18.170834277258805,193.04043756663523
2412.623251230451,1172.4180109751176,2855.6142305442627,54.79003143392759,15.682236395253856,894.0189462477509
4156.568706138541,1614.1709477622155,4698.320392548376,41.38690420302892,15.105779323270063,852.0846615096555
3480.7533194983644,1326.1726174716932,3936.487088642047,71.78562173991662,20.069834445757913,159.30424080094087
5471.37099889291,1687.582808455476,6913.729197251137,51.943334633382335,14.102535884917284,1323.433169341303
3637.963886718184,1614.0400622395803,4106.710377627213,48.52659773378494,18.7999664518257,370.1891478479016
2881.544447997063,842.8031804854571,3413.8077155819387,59.63925423055571,19.847471398475374,1473.5713137955186
7198.473153382331,2894.3724189195145,9723.136078099067,52.49450945930072,10.978125440404144,2212.1153618855956
4661.335549270197,1933.8784541976268,4881.761340682275,53.99228192939327,15.067167100397175,1234.3158230318231
5101.292307031886,2380.681571772417,5195.629402650933,74.92183998600687,18.852573320677955,1700.7618137912639
2862.877720679815,817.945988492148,3827.248097215081,47.248785717449536,12.27325432840435,604.9712191976536
4183.425913212226,918.4923263296843,4680.7895652076195,46.82239105982604,7.769687985479732,1219.403929829953
5166.383884564799,2112.5159400143434,6040.541897606448,51.16578512012464,15.075756380649507,1772.1369245639971
3273.5096338665458,1759.5316489243319,3537.6333715742976,60.715159355810385,15.930664168420494,777.4512676704655
5563.547027518508,2535.155399242263,6546.356362638453,34.93465969809601,10.60020842302168,985.1158197465599
4099.041965121793,1692.0316398673735,5718.1194141943215,30.344441085234948,5.853089807805435,-32.50258606419936
4562.459375310085,1702.0747037160224,5876.015479681162,44.12884729379852,13.404477894483636,870.9251122012702
4097.440081655905,1840.7566818216894,5348.039853930574,33.66077040940713,9.268398566581483,1231.1996086123365
7778.417276763406,2867.9803607792455,8625.987204219764,45.75168652474362,16.729411887800275,2028.5001691364964
4979.754162893099,2110.9911074962947,5400.128127195285,55.0249969612929,19.33021281187912,1248.1333654378248
3413.433606566149,1491.7409824181166,2676.5809981366656,41.09251136447736,13.898444615363774,412.03717383211
6233.817368154783,2758.5794241366334,7075.890431244363,35.731734232186575,10.066292708333545,258.3526891571614
3168.7345250434664,1957.408819745156,4280.833023244989,50.69337161715348,19.17877227566663,386.1393560063258
5313.295392507133,2223.422148797545,6634.427728882745,58.625434846151705,14.481559898165868,910.4866429744509
2060.4948141803366,696.95701924526,2361.8371455403417,33.050265614833876,7.107962425322837,255.6344792410603
3007.720926652354,1196.6947926129433,3598.1149701237982,58.20232398305984,17.293130995139823,910.8223638194331
5295.291853803686,1675.847765299195,6009.907453276719,58.17306203738326,21.959994829057216,2051.8965762681573
6107.6998699931155,2269.4016652249816,7431.619285192631,59.54085102156628,17.45757749272971,1283.3045749191697
5257.052421784956,2000.5003591857064,6691.402045882254,62.18480214871686,18.288950158196496,943.0445897787604
4826.5275764176395,1799.5889310834077,4983.889697995931,72.02013924659616,18.72222106175523,835.6946087814816
4548.344456616067,1857.4265006548574,5607.837191857954,46.439079513809446,15.82358302468359,971.8612747770705
2782.217014448859,907.2818226839936,3804.8778528159646,51.09571580077858,17.23506724889228,142.29652271557234
3920.233687407937,1848.3511417942927,4496.73028040784,45.83561566751975,15.328835103055743,844.146016854615
4309.041843560319,1723.668503653677,5521.200518332674,50.01976844755811,13.747489188572708,1087.2145368779638
6585.683339328374,2631.9482554466963,9310.147229430324,65.32873355636312,18.185206530162922,1421.979699652919
5515.427434352692,2124.1972946128476,6566.341524729784,36.54985516069331,8.378712047398054,1331.856453872929
2355.439766955899,980.9735777471044,3023.1812453497405,41.38950327834424,12.58459598702514,687.9617580654474
5486.125954092193,2400.724947803786,6214.322603079935,63.77180936504561,16.970728150956678,211.2768496952168
4422.376579375526,1552.1680778224852,5397.477476551655,60.2003650690209,15.705276510207693,1202.9103950728068
3984.616999541062,1429.3176775476106,5011.676211940427,46.36868353182922,13.063223625727414,461.41597707698566
5917.514433261302,2291.074266110355,7198.43849004863,58.544020011207195,16.584893652993724,635.5833051502815
6546.499283743927,2282.1319826292674,7345.951480638283,53.412158424920335,14.94769046983219,757.0739428212873
6396.920178674298,2353.953606539345,7779.485100071882,65.00274609000988,20.433713020683488,1496.1548409711245
3741.1737151660423,1377.4142676802521,5220.506427558069,50.745095938267724,15.381624385780876,636.947279420782
4536.181436223178,2033.069869667453,5667.735605725077,60.25632113872582,17.50058428059551,66.25189525193025
